,order_products_value,order_freight_value,product_description_lenght,product_photos_qty,review_score,review_comment_message,delta_days,Classificacao,pos_prob,neg_prob,neu_prob
87174,89.9,12.13,245,1,1,pela primeira vez me decepcione com um proteto nem acreditei qusndo eu vi produtos e péssima qualidade aff,7.0,-1,4.743805055763079e-05,0.9952280232556153,0.004724538693818402
7321,278.99,86.83,242,1,5,produto maravilhoso ótimo acabamento e qualidade no tecido indiscutível,12.0,1,0.9996519162003008,1.5002545523699672e-05,0.00033308125417246995
29292,27.4,15.1,148,1,1,pessima qualidade decepção,19.0,-1,0.010220876867353155,0.9732184427779662,0.016560680354678857
22881,20.89,17.63,317,2,4,produto chegou rapido pesar de eh ter pedido o cabo preto veio o azul fora isso td certo,14.0,1,0.7306168100704985,0.021329889490712746,0.24805330043879475
46748,380.15,14.05,1067,3,5,muito boa a compra,15.0,1,0.9776484368086088,0.012837932326912039,0.009513630864479561
40093,49.9,7.78,418,4,5,muito rápido a entrega e produto melhor que a foto recomendo 5 estrelas,6.0,1,0.9996566205417846,2.1608025750679096e-05,0.00032177143246724164
7497,155.75,17.34,1252,2,4,entrega no prazo sem problema e boa compra,12.0,1,0.9934843099271599,0.004165943469647272,0.002349746603189556
95375,42.0,17.93,595,1,5,fiquei satisfeita com o meu produto,38.0,1,0.9857491279548405,0.010897936374939526,0.0033529356702204074
84600,189.9,16.69,348,4,1,loja não confiável coloca um produto que não tem para vender entram em contato para trocar o produto,21.0,-1,0.00015635348077867932,0.9689611832596958,0.030882463259521275
55413,84.9,23.39,312,1,1,eu comprei o produto e tiver que ir nas lojas dos correios para fazer á retirar mas paguei entregando na minha casa então acho que eu fui lesada pela loja recomendo o produto preço,7.0,-1,0.00268371916650273,0.961444356021261,0.03587192481222587
34128,70.0,16.25,476,3,4,entrega ok,20.0,1,0.9646781005827706,0.010704350710334265,0.02461754870689514
9304,34.9,14.1,416,4,5,prazo e produto perfeitos vou voltar para comprar mais obrigado f,6.0,1,0.9996006305449586,0.0002325932868714943,0.0001667761681662702
88684,59.9,9.34,2115,2,5,adorei o produto e a loja,5.0,1,0.9974083133951567,0.0019073991598502398,0.0006842874449927439
45786,119.8,57.64,341,2,2,ainda não estalei então não sei como vai ficar,20.0,-1,0.0018082903140431118,0.9335432096626839,0.06464850002327004
84312,53.9,21.35,339,2,5,era bem o que eu precisava e pensava agora vou comprar pro resto da casa recomendo,16.0,1,0.9927540155915306,0.0018292492437519885,0.005416735164715743
83317,69.9,13.08,903,6,4,muito o produto apenas veio um trincado na parte plástica aonde emenda mas tudo bem,5.0,1,0.16610246461437628,0.013797682850412699,0.8200998525352088
30519,32.99,16.05,296,3,5,adoro comprar nas lannister,14.0,1,0.9845941476953683,0.010277540170684262,0.005128312133946413
87114,235.9,22.45,1892,4,5,preço bom e o produto muito eficiente goste,29.0,1,0.9995785980523183,1.1957917274458225e-05,0.00040944403041005004
44825,61.9,15.19,226,1,5,produto entregue bem antes do prazo estão de parabéns nota dez em todos os quesitos grato marcelo,17.0,1,0.9999999086057911,7.754061803839026e-10,9.061880386927595e-08
23053,52.9,9.27,1245,5,5,gastei de ter comprado entregou no prazo,7.0,1,0.8807138118329721,0.1037741120860851,0.01551207608094163
89020,48.9,17.06,596,1,5,gostaria que criassem uma forma de entrega melhor pois pelo sedex temos que retirar nos correios e a mesma fica muito longe de minha residência no mas o produto é perfeito,7.0,1,0.11110177506225805,0.014906672885251984,0.8739915520524956
47657,39.9,16.79,650,1,1,efetuei a compra aonde vinham dois fracos do produto de fato entregaram o pacote e assinei como recebido porém veio somente um frasco e o outro verdadeiro descaso com o consumidor,14.0,-1,2.0318665151435834e-10,0.9999979999237887,1.9998730211387715e-06
56432,179.0,17.19,1237,4,1,comprei dois produtos desta loja parceira da lannister e nenhum foi entregue ja faz mais de dois meses e nem dao retorno,24.0,-1,1.6040560608349471e-06,0.9999923433829657,6.0525609825284295e-06
78958,69.9,19.73,211,1,5,entregou até antes do prazo previsto e tudo certinho,12.0,1,0.9999965557358392,3.214220863682572e-07,3.122842075505841e-06
79286,22.0,14.1,634,2,5,td certo apesar dos problemas dos correios,26.0,1,0.9271416868499766,0.00809352212974653,0.06476479102027483
22778,33.9,7.78,120,1,5,ótimo produto e a entrega foi bem rápida parabéns,2.0,1,0.999988106324561,5.4705720908037594e-08,1.1838969719952167e-05
17410,255.0,19.38,556,1,2,ainda não recebi o produto e por esse motivo não posso avaliar o serviço por completo estou aguardando o produto,11.0,-1,4.0194793040483294e-05,0.9967459220452731,0.003213883161685804
31146,67.9,16.92,888,1,1,péssimo a logística da lannister e da loja que enviou embalagem inadequada atraso indiscutível cobrar dois fretes da mesma loja num mesmo pedido chegada do produto num dia e o outro dias dep,27.0,-1,1.600748343201986e-05,0.9949255087324989,0.005058483784071694
1638,89.9,17.88,249,2,1,produto de péssima qualidade a estampa do skate veio errada capacete fraco proteções fracas,32.0,-1,0.021346376258073937,0.9296764163281938,0.048977207413726104
82465,52.11,15.11,623,2,1,comprei para minha filha ela super na expectativa é não chega nunca todo dia me pergunta quando vai chegar e não sei mais o que respondo,35.0,-1,0.0013609507780603107,0.9938411425097966,0.00479790671213979
40621,192.99,37.29,1159,1,5,não me decepciona desde a primeira compra continuem assim prestativos obrigada,15.0,1,0.9918721416320162,0.00607298776235903,0.002054870605625766
43818,89.57,45.51,1487,1,1,produto ainda não foi entregue,30.0,-1,0.26951299639211224,0.6979179152993438,0.03256908830854277
46389,59.9,28.82,340,2,5,o produto chegou antes do prazo vem bem embalado o que evita quebra amei o produto super lindo,17.0,1,0.9999999926911443,8.339296693889345e-12,7.300519216920929e-09
43598,19.99,9.62,214,3,1,recebi o pedido faltando 1 intem colar lol kindred os caçadores eternos league of legends azu gostaria que o problema fosse resolvido,5.0,-1,9.936937390561933e-11,0.9997016284870542,0.00029837141357110035
19265,34.99,16.79,395,1,5,lannister como sempre ótima com entrega antes do prazo,16.0,1,0.9999914300589707,1.4711193547651982e-06,7.098821676569606e-06
13809,7.8,8.72,674,3,4,produto top pra quem que apaixonado por fazer drinks recomendo o produto e a loja tbm que entregou no até antes do prazo,9.0,1,0.9999930677303417,3.83203581130404e-06,3.1002338443541207e-06
75585,189.0,18.0,792,1,3,satisfeito ok,10.0,0,0.9910722205538249,0.00139996242612031,0.007527817020055369
40380,19.0,7.39,856,4,2,qdo efetuei a compra o que me chamou a atenção foi a cor do produto vermelha por isso comprei retirei hj o produto aqui na adm do condominio porem qdo abri fiquei decepcionada veio na cor verd,1.0,-1,1.085991869219558e-08,0.99981005585755,0.00018993328252843108
85281,117.8,15.58,190,1,5,parabéns pela rapides e eficiencia obrigado,10.0,1,0.9990928125595179,2.841594347525085e-05,0.0008787714970041723
60115,23.7,7.78,3082,1,4,chegou antes do previsto,2.0,1,0.9995172259779747,0.00020246247168451712,0.00028031155034009434
2361,89.99,19.6,847,3,5,adorei recomendo,9.0,1,0.9991190499006742,0.0005681290589258465,0.000312821040399991
36885,99.9,21.19,687,3,5,tempo e produto certo muito bom,19.0,1,0.9975292087301232,0.0002754891194807909,0.002195302150397185
44337,134.99,43.23,1732,5,5,produto excelente entrega antes do prazo,9.0,1,0.9999796692931784,2.0654610721417884e-06,1.826524574788975e-05
64930,177.99,22.78,363,1,5,tudo perfeito adorei,4.0,1,0.9999318644022913,1.1521924408253815e-05,5.6613673300384354e-05
34476,123.0,35.38,676,2,3,uma das prateleiras estava torta,11.0,0,0.02063789553888591,0.2552363488498554,0.7241257556112585
20430,169.97,17.63,3217,2,5,fiquei triste com um detalhe o pendrive esta gravando os vídeos de cabeça para baixo já entrei em contato com a loja e ainda não me responderam o porque disto esta acontecendo vou continuar aguard,16.0,1,1.6998799001708172e-05,0.6982398818520037,0.3017431193489827
36475,89.0,4.06,718,5,1,não foi entregue o relógio,13.0,-1,0.34515669177216923,0.5992954435060385,0.055547864721792205
11468,22.4,7.78,225,2,5,produto muito bom boa qualidade tecido grosso gostei e a entrega foi bem antes do prazo muito satisfeita,10.0,1,0.9999999414328914,2.4961671113037538e-11,5.8542153374557905e-08
55238,34.9,7.78,531,4,5,entrega antes do prazo,1.0,1,0.9991059049253345,0.0003153007907198142,0.0005787942839454122
60784,70.9,15.25,661,4,4,o produto foi entregue perfeitamente teve um pouco de demora na entrega mas foi por conta do correios,14.0,1,0.9434680141301838,0.011416350179779,0.04511563569003152
32601,163.99,29.31,233,1,5,o produto chegou antes da data estimada,5.0,1,0.9972388081440976,0.0019718043109938437,0.0007893875449102233
9296,59.9,15.56,133,1,5,entregou antes do prazo valeu ótimo produto amei,11.0,1,0.9999995442293796,2.4884185268376218e-09,4.5328220261314654e-07
37557,119.8,13.44,341,2,5,os pendentes são muito bonitos e deram um diferencial no ambiente,10.0,1,0.7783387557797329,0.057262821466127566,0.16439842275413338
16720,77.0,71.34,426,2,5,produto ótimo recomendo para quem for comprar,17.0,1,0.9979988656689266,0.0007021406966148433,0.0012989936344609653
90786,98.0,16.45,460,3,5,muito boa,13.0,1,0.9671316973456978,0.014400552246684914,0.018467750407617233
19363,810.0,54.69,1339,4,5,gostei do produto bastante funcional,15.0,1,0.9912440931950646,0.000980062971394982,0.007775843833542173
8979,31.9,17.63,1078,2,4,produto atendeu as expectativas,27.0,1,0.9952824422970094,0.0013293682123690206,0.0033881894906219695
76448,9.8,16.54,103,1,2,pagar quase 30 reais em dois adaptadores de áudio pra chegar os dois errados e não ter utilidade alguma pra mim realmente foi uma decepção,8.0,-1,9.00290574252649e-11,0.999917586503455,8.241340650183444e-05
96728,299.0,18.57,2059,4,4,não consigo opinar pois produto ainda não instalado,11.0,1,0.003208994371917919,0.9932377507656011,0.0035532548624837386
64649,799.0,21.35,786,2,4,até o momento estou plenamente satisfeito com o produto,14.0,1,0.9720331961594798,0.02544994341505776,0.002516860425461775
34107,259.99,22.66,477,2,5,o produto veio em perfeito estado mais eu gostaria d trocar a numeração d 32 por 35,10.0,1,0.8614323429174563,0.05492537559857908,0.08364228148396406
17089,1299.9,38.51,3632,4,4,embora recebi o produto correto e no prazo o produto veio com defeito estou aguardando o contato do fornecedor para efetuar a troca,9.0,1,0.0026135210141876586,0.9944280085969058,0.0029584703889109646
83023,99.9,17.95,189,1,4,achei o tecido um pouco fino mas acho que atendeu em parte minha expectativa,8.0,1,0.25989848278074834,0.002639936084279502,0.7374615811349765
45561,49.9,17.6,348,2,1,não cumpriu com o prazo dado,52.0,-1,0.9437759631866368,0.049523744449827725,0.006700292363535008
63327,79.99,25.84,2050,2,5,muito bom,12.0,1,0.981074642491602,0.004709300623163155,0.014216056885234052
98271,204.0,14.45,782,1,4,por gentileza quero meu dinheiro de volta tem que vista que o produto nao chegou como imaginei,7.0,1,0.00011139102479932273,0.9997614675611162,0.00012714141408853402
44101,56.97,17.97,919,1,1,onde está meu produto,15.0,-1,0.23027215947926147,0.7308828995547723,0.0388449409659648
26678,59.9,13.44,341,2,4,a rapidez na entrega superou minhas expectativas,10.0,1,0.9999523008038906,3.955293331907676e-06,4.374390277793774e-05
79475,49.0,14.1,93,7,5,nada a declarar ué kk,14.0,1,0.8817158297457204,0.06697599049474816,0.05130817975953154
85699,58.83,11.91,217,1,1,entregou dentro do prazo mas poderia ter entregue muito antes com tranquilidade e ainda entregou tudo errado comprei um cavalinho e mandaram um urso horrível,17.0,-1,0.8806934615127784,0.06198333329891945,0.057323205188299
27326,199.9,21.89,1271,5,5,chegou super rapido ainda nao instalei por isso nao sei se esta tudo ok,23.0,1,0.9968821198375418,0.00020663845571222128,0.002911241706747048
56226,168.0,65.99,760,2,5,ótima escolha para minha família perfeito,14.0,1,0.997649080771938,0.00011450029875304115,0.002236418929312339
22490,97.0,14.85,557,5,5,apesar da demora em receber o produto chegou e é bom,24.0,1,0.8903371678748345,0.0499328165922547,0.059730015532913926
76232,85.9,29.0,702,1,3,produto conforme solicitada,14.0,0,0.886439877591192,0.07663650178610384,0.03692362062270507
16501,85.0,20.08,851,1,5,produto muito bom loja como sempre surpreendendo pelo otimo atendimento,7.0,1,0.9999960297182912,7.323349007514831e-07,3.2379468086822905e-06
83251,18.99,16.79,1474,3,3,o produto é bom porém não resolveu o problema do ronco lembrando que não respondi em tempo por que não entendo de computador,28.0,0,4.231646630754408e-05,0.0017396665069862468,0.9982180170267096
27622,99.0,14.86,1892,2,4,recomendo este vendedor,11.0,1,0.9791626190174079,0.016523355112671806,0.004314025869918758
35062,129.0,18.01,1235,2,5,excepcional,10.0,1,0.8775981737516249,0.062404039939604534,0.05999778630877119
60439,299.0,16.84,919,1,4,relógio muito bonito entrega rapida,15.0,1,0.998594186580132,3.6442982832145104e-05,0.0013693704370352467
97652,14.9,15.23,869,6,1,produto diferente do anúncio,9.0,-1,0.7232898846874035,0.22467533318832006,0.05203478212427739
97545,34.5,18.23,2126,1,5,exatamente o que eu queria,14.0,1,0.9561170142988041,0.02692274359565406,0.016960242105542752
71322,286.0,39.18,1373,3,2,comprei 2 capas de colchao só uma foi entregue,8.0,-1,0.022134684033875633,0.9504116782488672,0.02745363771725597
50313,69.9,32.94,903,6,5,muito bom a entrega no prazo gostei nao tem do que reclamar vou compra mas a partis do dia 23,26.0,1,0.9996868104131876,0.00019089134728296126,0.00012229823952364998
74983,79.0,19.52,693,1,1,eu cancelei o pedido e não teve reembolso do meu dinheiro no meu cartão pessimo nunca mais compro nessa loja,7.0,-1,4.426446760966459e-06,0.9999878026461972,7.7709070356985e-06
67993,92.99,22.58,683,1,5,muito bom produto chegou 10 dias antes prazo,9.0,1,0.9999855743904131,4.184616079968007e-06,1.0240993508927734e-05
77074,149.0,12.54,502,6,2,a principio a gente recebe o produto num saquinho plástico super amarrado e cheio de fita adesiva e assim que ele vem péssimo,10.0,-1,0.00017630034372631998,0.8251493589422317,0.17467434071404223
32604,86.9,2.49,187,1,1,bom,16.0,-1,0.9233330201320997,0.026104577347292088,0.050562402520607994
69663,76.0,22.46,573,1,5,recomendo,12.0,1,0.9445149523912562,0.040643545372063036,0.014841502236681016
7323,148.9,16.14,588,2,5,chegou antes do prazo estipulado super recomendo o relógio é ótimo era para presente de dia dos pais meu esposo adorou além de leve é mais bonito que na foto,9.0,1,0.999999979509113,2.9397409441437573e-10,2.0196902397133317e-08
68293,89.9,27.36,249,2,1,esqueci minha senha e não consegui entrar na minha conta para pegar meu código de rastreio meu produto ainda não chegou e não sei onde ele está obrigado,32.0,-1,2.443526464867089e-07,0.9982673563397533,0.0017323993076056655
97134,196.0,15.24,675,3,5,sempre recomendo as lannister o produto chegou super rápido nem acreditei muito bem embalado e preservado exatamente conforme a descrição obrigada,1.0,1,0.9999999989978079,5.6742144889303905e-11,9.454434260172442e-10
4005,189.0,35.0,1069,1,5,gostei do produto é como esperava muito bonito,21.0,1,0.9988349079155404,0.00013972643891073546,0.0010253656455503162
82689,170.9,15.95,421,1,5,produto conforme anunciado,21.0,1,0.9796559014042687,0.01574619149471225,0.00459790710101827
87732,6.0,14.52,148,1,2,quando comprei o produto imaginei que fosse maior mais alto de modo que completasse a pipoca sem derramar,16.0,-1,0.0006987813106942505,0.404543807158789,0.5947574115305111
97978,39.8,26.89,285,3,2,poderia ser um prazo menor de entrega,26.0,-1,0.9280891123688679,0.01077521371931598,0.061135673911814244
52155,69.0,11.87,319,2,5,a entrega foi rápida recomendo,4.0,1,0.9986156422622592,0.0006023291548558104,0.0007820285828855727
51207,139.9,13.32,377,2,5,entrega rápida produto muito bom,6.0,1,0.9994920149461557,3.8171732932823866e-05,0.0004698133209113109
17781,125.9,29.92,244,1,5,recebi dentro do prazo rápido e tudo certinho,15.0,1,0.9999436581691019,2.1717247231405536e-06,5.4170106174752345e-05
30966,99.0,17.94,396,3,5,produto excelente chegou perfeito muito bem embalado,6.0,1,0.9999981217181162,5.585684412557763e-08,1.8224250393486902e-06
62549,49.9,15.45,1797,1,5,estou usando o produto e espero obter os resultados satisfatórios,8.0,1,0.73095583335346,0.08356369141033985,0.1854804752361969
50384,189.99,14.35,926,3,5,otimo chegou antes do prazo,9.0,1,0.9999509365659813,1.3384451183740116e-05,3.5678982835925885e-05
40254,49.0,25.63,440,1,5,acabamento perfeito ótima qualidade,11.0,1,0.99950652717761,3.0003531258228995e-05,0.00046346929113032795
76967,44.99,26.89,233,1,1,estou muito chateado pois ainda não recebi e não tenho nenhuma satisfação a respeito se vcs não resolverem logo com o envio viu procurar meus direitos pois já paguei,37.0,-1,7.279667094641084e-11,0.99999999731142,2.615769786333202e-09
